image_idx,hex,rgb,hsl,lab,gbifID,identifier,latitude,longitude
27214,#e4c9e4,"(228, 201, 228)","(0.8333333333333334, 0.3333333333333336, 0.8411764705882353)","(214, 142, 118)",3333376436,https://inaturalist-open-data.s3.amazonaws.com/photos/146946161/original.jpg,44.09185,-93.064614
27215,#cdb2cf,"(205, 178, 207)","(0.8218390804597702, 0.23200000000000007, 0.7549019607843137)","(193, 143, 117)",3333376436,https://inaturalist-open-data.s3.amazonaws.com/photos/146946129/original.jpg,44.09185,-93.064614
27216,#dcc1ee,"(220, 193, 238)","(0.7666666666666667, 0.5696202531645571, 0.8450980392156863)","(208, 146, 109)",3333376115,https://inaturalist-open-data.s3.amazonaws.com/photos/146286322/original.jpg,43.151524,-90.030862
27220,#ac83ce,"(172, 131, 206)","(0.7577777777777778, 0.4335260115606937, 0.6607843137254902)","(156, 158, 95)",3333374761,https://inaturalist-open-data.s3.amazonaws.com/photos/145744903/original.jpeg,39.981994,-105.285203
27221,#b5b8eb,"(181, 184, 235)","(0.6574074074074074, 0.5744680851063827, 0.8156862745098039)","(194, 138, 102)",3333374628,https://inaturalist-open-data.s3.amazonaws.com/photos/145515836/original.jpeg,45.446221,-75.577392
27224,#d3c1e3,"(211, 193, 227)","(0.7549019607843137, 0.3777777777777776, 0.8235294117647058)","(205, 141, 113)",3333373957,https://inaturalist-open-data.s3.amazonaws.com/photos/146034512/original.jpg,42.707547,-84.413513
27226,#cdacdc,"(205, 172, 220)","(0.78125, 0.40677966101694923, 0.7686274509803922)","(190, 149, 108)",3333373789,https://inaturalist-open-data.s3.amazonaws.com/photos/145793816/original.jpeg,40.602733,-73.924981
27228,#c5bbea,"(197, 187, 234)","(0.7021276595744682, 0.5280898876404493, 0.8254901960784313)","(199, 141, 106)",3333373788,https://inaturalist-open-data.s3.amazonaws.com/photos/145794257/original.jpeg,39.222802,-76.857149
27229,#ccb0d7,"(204, 176, 215)","(0.7863247863247863, 0.32773109243697474, 0.7666666666666666)","(192, 145, 112)",3333372502,https://inaturalist-open-data.s3.amazonaws.com/photos/147842587/original.jpeg,42.406857,-87.847641
27230,#c5a3bc,"(197, 163, 188)","(0.8774509803921569, 0.22666666666666677, 0.7058823529411764)","(180, 145, 120)",3333372293,https://inaturalist-open-data.s3.amazonaws.com/photos/146614024/original.jpeg,40.907525,-81.72937
27235,#d4a8cc,"(212, 168, 204)","(0.8636363636363636, 0.3384615384615386, 0.7450980392156863)","(188, 150, 116)",3333368647,https://inaturalist-open-data.s3.amazonaws.com/photos/145592868/original.jpeg,43.708071,-90.584526
27237,#e7c5d2,"(231, 197, 210)","(0.9362745098039217, 0.41463414634146334, 0.8392156862745098)","(211, 142, 126)",3333364798,https://inaturalist-open-data.s3.amazonaws.com/photos/145800879/original.jpg,42.561867,-80.123567
27238,#bcc5f6,"(188, 197, 246)","(0.6408045977011495, 0.7631578947368425, 0.8509803921568628)","(205, 135, 103)",3333363336,https://inaturalist-open-data.s3.amazonaws.com/photos/146757091/original.jpeg,42.745481,-73.981586
27239,#e094dc,"(224, 148, 220)","(0.8421052631578947, 0.5507246376811594, 0.7294117647058824)","(181, 168, 103)",3333362275,https://inaturalist-open-data.s3.amazonaws.com/photos/146483320/original.jpg,39.894364,-105.333949
27241,#d6b3d6,"(214, 179, 214)","(0.8333333333333334, 0.2991452991452992, 0.7705882352941176)","(196, 147, 115)",3333362147,https://inaturalist-open-data.s3.amazonaws.com/photos/146268851/original.jpeg,41.686849,-81.304103
27244,#eed0ee,"(238, 208, 238)","(0.8333333333333334, 0.4687500000000001, 0.8745098039215686)","(221, 144, 117)",3333358263,https://inaturalist-open-data.s3.amazonaws.com/photos/146598477/original.jpg,44.190313,-84.712922
27247,#e0b8d2,"(224, 184, 210)","(0.8916666666666667, 0.39215686274509814, 0.8)","(201, 147, 120)",3333356392,https://inaturalist-open-data.s3.amazonaws.com/photos/146729377/original.jpg,41.156091,-81.354001
27249,#c8acb5,"(200, 172, 181)","(0.9464285714285714, 0.20289855072463764, 0.7294117647058824)","(186, 140, 127)",3333356392,https://inaturalist-open-data.s3.amazonaws.com/photos/146729924/original.jpg,41.156091,-81.354001
27253,#dab0d3,"(218, 176, 211)","(0.8611111111111112, 0.36206896551724116, 0.7725490196078431)","(195, 149, 116)",3333348310,https://inaturalist-open-data.s3.amazonaws.com/photos/146641458/original.jpg,42.068667,-73.414744
27254,#dbb2db,"(219, 178, 219)","(0.8333333333333334, 0.36283185840707943, 0.7784313725490195)","(197, 150, 113)",3333348310,https://inaturalist-open-data.s3.amazonaws.com/photos/146641317/original.jpg,42.068667,-73.414744
27256,#e9a8d4,"(233, 168, 212)","(0.8871794871794871, 0.5963302752293577, 0.7862745098039216)","(194, 159, 115)",3333336337,https://inaturalist-open-data.s3.amazonaws.com/photos/146696825/original.jpg,46.913798,-95.017189
27257,#dc7fd5,"(220, 127, 213)","(0.8458781362007168, 0.570552147239264, 0.6803921568627451)","(168, 176, 99)",3333334517,https://inaturalist-open-data.s3.amazonaws.com/photos/146953379/original.jpg,39.466063,-105.242103
27259,#c779d9,"(199, 121, 217)","(0.8020833333333334, 0.5581395348837209, 0.6627450980392157)","(159, 174, 91)",3333334517,https://inaturalist-open-data.s3.amazonaws.com/photos/146953424/original.jpg,39.466063,-105.242103
27260,#dc72d7,"(220, 114, 215)","(0.8411949685534591, 0.6022727272727273, 0.6549019607843137)","(162, 183, 94)",3333334517,https://inaturalist-open-data.s3.amazonaws.com/photos/146953391/original.jpg,39.466063,-105.242103
27262,#bfa1bf,"(191, 161, 191)","(0.8333333333333334, 0.18987341772151903, 0.6901960784313725)","(178, 144, 117)",3333329581,https://inaturalist-open-data.s3.amazonaws.com/photos/147108068/original.jpg,41.832812,-87.603937
27263,#c2b6cb,"(194, 182, 203)","(0.7619047619047619, 0.16799999999999984, 0.7549019607843137)","(193, 136, 119)",3333327338,https://inaturalist-open-data.s3.amazonaws.com/photos/146788032/original.jpeg,41.052789,-74.961865
27264,#c2a6e5,"(194, 166, 229)","(0.7407407407407408, 0.5478260869565218, 0.7745098039215687)","(185, 150, 100)",3333323181,https://inaturalist-open-data.s3.amazonaws.com/photos/146458109/original.jpg,43.05835,-87.895263
27265,#c99cd6,"(201, 156, 214)","(0.7959770114942528, 0.41428571428571437, 0.7254901960784315)","(179, 155, 105)",3333322705,https://inaturalist-open-data.s3.amazonaws.com/photos/145637307/original.jpg,45.437997,-75.764488
27268,#ddbdd7,"(221, 189, 215)","(0.8645833333333334, 0.32000000000000006, 0.803921568627451)","(204, 144, 119)",3333319468,https://inaturalist-open-data.s3.amazonaws.com/photos/146929755/original.jpg,41.067014,-87.436828
27270,#dcd6e8,"(220, 214, 232)","(0.7222222222222223, 0.2812499999999999, 0.8745098039215686)","(221, 133, 120)",3333318353,https://inaturalist-open-data.s3.amazonaws.com/photos/146710697/original.jpg,44.962162,-93.315828
27271,#dfd6f5,"(223, 214, 245)","(0.7150537634408601, 0.6078431372549021, 0.9)","(222, 137, 114)",3333315081,https://inaturalist-open-data.s3.amazonaws.com/photos/146254318/original.jpg,42.974347,-89.226608
27275,#d3afe4,"(211, 175, 228)","(0.7798742138364779, 0.4953271028037386, 0.7901960784313726)","(194, 151, 106)",3333311211,https://inaturalist-open-data.s3.amazonaws.com/photos/146594534/original.jpg,44.094346,-78.957001
27276,#dbb8dd,"(219, 184, 221)","(0.8243243243243242, 0.3523809523809526, 0.7941176470588236)","(201, 147, 114)",3333311024,https://inaturalist-open-data.s3.amazonaws.com/photos/146274046/original.jpeg,44.136514,-78.586711
27278,#bfacdb,"(191, 172, 219)","(0.7340425531914893, 0.394957983193277, 0.7666666666666666)","(187, 144, 107)",3333310121,https://inaturalist-open-data.s3.amazonaws.com/photos/146307363/original.jpeg,43.122217,-78.368522
27279,#523b52,"(82, 59, 82)","(0.8333333333333334, 0.16312056737588654, 0.27647058823529413)","(72, 143, 118)",3333308061,https://inaturalist-open-data.s3.amazonaws.com/photos/146268742/original.jpeg,43.118416,-89.506783
27280,#cec3de,"(206, 195, 222)","(0.7345679012345679, 0.2903225806451614, 0.8176470588235294)","(205, 137, 116)",3333306974,https://inaturalist-open-data.s3.amazonaws.com/photos/146069512/original.jpg,42.935183,-89.202406
27281,#d5b4d9,"(213, 180, 217)","(0.8153153153153153, 0.3274336283185839, 0.7784313725490196)","(197, 146, 114)",3333304496,https://inaturalist-open-data.s3.amazonaws.com/photos/142354637/original.jpeg,45.011189,-93.294697
27284,#ecccf3,"(236, 204, 243)","(0.8034188034188036, 0.6190476190476186, 0.8764705882352941)","(219, 146, 113)",3333302303,https://inaturalist-open-data.s3.amazonaws.com/photos/146638821/original.jpeg,42.709662,-84.518545
27285,#d397d8,"(211, 151, 216)","(0.8205128205128206, 0.45454545454545453, 0.7196078431372549)","(179, 161, 104)",3333301719,https://inaturalist-open-data.s3.amazonaws.com/photos/145584386/original.jpeg,39.326836,-76.575165
27286,#a96bc2,"(169, 107, 194)","(0.7854406130268199, 0.416267942583732, 0.5901960784313726)","(140, 168, 92)",3333299922,https://inaturalist-open-data.s3.amazonaws.com/photos/146000927/original.jpeg,44.001577,-77.122629
27287,#bd80c8,"(189, 128, 200)","(0.8078703703703703, 0.39560439560439553, 0.6431372549019607)","(158, 164, 100)",3333298297,https://inaturalist-open-data.s3.amazonaws.com/photos/146663311/original.jpg,44.741417,-79.853554
27288,#c091c1,"(192, 145, 193)","(0.8298611111111112, 0.27906976744186046, 0.6627450980392157)","(168, 154, 110)",3333298281,https://inaturalist-open-data.s3.amazonaws.com/photos/146637824/original.jpg,45.523629,-75.352501
27290,#cd9fcd,"(205, 159, 205)","(0.8333333333333334, 0.31506849315068497, 0.7137254901960784)","(181, 153, 111)",3333297110,https://inaturalist-open-data.s3.amazonaws.com/photos/146352400/original.jpg,40.527001,-88.076069
27291,#d6c4e5,"(214, 196, 229)","(0.7575757575757575, 0.3882352941176471, 0.8333333333333334)","(208, 140, 114)",3333296787,https://inaturalist-open-data.s3.amazonaws.com/photos/145807043/original.jpeg,43.28434,-79.902939
27292,#c8a6da,"(200, 166, 218)","(0.7756410256410257, 0.41269841269841256, 0.7529411764705882)","(185, 150, 106)",3333296281,https://inaturalist-open-data.s3.amazonaws.com/photos/146686401/original.jpg,40.766541,-73.98221
27293,#e0cde0,"(224, 205, 224)","(0.8333333333333334, 0.23456790123456778, 0.8411764705882353)","(215, 138, 121)",3333295794,https://inaturalist-open-data.s3.amazonaws.com/photos/145833450/original.jpg,42.846072,-73.902437
27294,#e7d6e9,"(231, 214, 233)","(0.8157894736842106, 0.3015873015873014, 0.8764705882352941)","(223, 137, 121)",3333295794,https://inaturalist-open-data.s3.amazonaws.com/photos/145833519/original.jpg,42.846072,-73.902437
27296,#ab97df,"(171, 151, 223)","(0.7129629629629629, 0.5294117647058825, 0.7333333333333334)","(170, 150, 94)",3333295284,https://inaturalist-open-data.s3.amazonaws.com/photos/146634443/original.jpeg,43.137983,-89.439131
27298,#bc93d3,"(188, 147, 211)","(0.7734375, 0.4210526315789473, 0.7019607843137254)","(170, 155, 101)",3333293104,https://inaturalist-open-data.s3.amazonaws.com/photos/146348299/original.jpg,42.89919,-100.483532
27299,#bb99d5,"(187, 153, 213)","(0.7611111111111111, 0.41666666666666674, 0.7176470588235294)","(174, 152, 102)",3333293104,https://inaturalist-open-data.s3.amazonaws.com/photos/146348326/original.jpg,42.89919,-100.483532
27301,#e2aada,"(226, 170, 218)","(0.8571428571428571, 0.4912280701754384, 0.776470588235294)","(194, 156, 112)",3333291579,https://inaturalist-open-data.s3.amazonaws.com/photos/144403467/original.jpeg,44.156246,-78.837189
27304,#a497b1,"(164, 151, 177)","(0.7500000000000001, 0.1428571428571428, 0.6431372549019607)","(164, 138, 116)",3333289525,https://inaturalist-open-data.s3.amazonaws.com/photos/142986416/original.jpeg,39.705958,-78.451348
27306,#9f8faa,"(159, 143, 170)","(0.7654320987654321, 0.13705583756345174, 0.6137254901960785)","(157, 139, 116)",3333289525,https://inaturalist-open-data.s3.amazonaws.com/photos/142986496/original.jpeg,39.705958,-78.451348
27309,#c9a9c9,"(201, 169, 201)","(0.8333333333333334, 0.22857142857142854, 0.7254901960784313)","(186, 145, 116)",3333288824,https://inaturalist-open-data.s3.amazonaws.com/photos/145835348/original.jpeg,44.317431,-78.301975
27310,#d09be1,"(208, 155, 225)","(0.7928571428571428, 0.5384615384615385, 0.7450980392156863)","(181, 160, 100)",3333288580,https://inaturalist-open-data.s3.amazonaws.com/photos/144721751/original.jpg,43.94595,-79.426497
27311,#ad7aa5,"(173, 122, 165)","(0.8594771241830066, 0.23720930232558143, 0.5784313725490197)","(147, 155, 113)",3333288105,https://inaturalist-open-data.s3.amazonaws.com/photos/146299660/original.jpg,41.2239,-74.72087
27312,#d3b7df,"(211, 183, 223)","(0.7833333333333332, 0.38461538461538475, 0.7960784313725491)","(199, 145, 112)",3333287855,https://inaturalist-open-data.s3.amazonaws.com/photos/145871238/original.jpg,44.630257,-79.007922
27314,#c2a6c3,"(194, 166, 195)","(0.8275862068965517, 0.1946308724832213, 0.7078431372549019)","(182, 143, 117)",3333284133,https://inaturalist-open-data.s3.amazonaws.com/photos/146363190/original.jpeg,40.277529,-88.350881
27315,#bfa7cf,"(191, 167, 207)","(0.7666666666666666, 0.2941176470588236, 0.7333333333333334)","(183, 144, 111)",3333283971,https://inaturalist-open-data.s3.amazonaws.com/photos/146079088/original.jpg,35.654005,-82.547088
27316,#bf91bf,"(191, 145, 191)","(0.8333333333333334, 0.26436781609195403, 0.6588235294117647)","(168, 153, 111)",3333283724,https://inaturalist-open-data.s3.amazonaws.com/photos/145613878/original.jpg,50.509148,-101.178309
27319,#e8d1e7,"(232, 209, 231)","(0.8405797101449275, 0.3333333333333335, 0.8647058823529412)","(220, 140, 120)",3333280925,https://inaturalist-open-data.s3.amazonaws.com/photos/145962175/original.jpg,43.640965,-72.407972
27320,#b99de0,"(185, 157, 224)","(0.7363184079601991, 0.5193798449612402, 0.7470588235294118)","(177, 151, 98)",3333280850,https://inaturalist-open-data.s3.amazonaws.com/photos/145836053/original.jpeg,42.149031,-87.789605
27322,#b8a6dc,"(184, 166, 220)","(0.7222222222222222, 0.43548387096774194, 0.7568627450980392)","(182, 145, 103)",3333278015,https://inaturalist-open-data.s3.amazonaws.com/photos/146233921/original.jpeg,42.998583,-91.168856
27323,#eddef0,"(237, 222, 240)","(0.8055555555555557, 0.37499999999999983, 0.9058823529411765)","(230, 136, 121)",3333277944,https://inaturalist-open-data.s3.amazonaws.com/photos/146087614/original.jpeg,38.965236,-77.316415
27326,#f8f7f9,"(248, 247, 249)","(0.75, 0.14285714285714227, 0.9725490196078431)","(248, 129, 127)",3333277876,https://inaturalist-open-data.s3.amazonaws.com/photos/145990139/original.jpg,41.847483,-85.052497
27327,#ebdce2,"(235, 220, 226)","(0.9333333333333335, 0.2727272727272721, 0.892156862745098)","(227, 134, 127)",3333277876,https://inaturalist-open-data.s3.amazonaws.com/photos/145989998/original.jpg,41.847483,-85.052497
27328,#d9b7ce,"(217, 183, 206)","(0.8872549019607843, 0.309090909090909, 0.7843137254901961)","(199, 144, 121)",3333276285,https://inaturalist-open-data.s3.amazonaws.com/photos/146688614/original.jpg,40.026956,-82.521028
27331,#c5a8c5,"(197, 168, 197)","(0.8333333333333334, 0.20000000000000007, 0.7156862745098039)","(184, 144, 117)",3333276285,https://inaturalist-open-data.s3.amazonaws.com/photos/146688665/original.jpg,40.026956,-82.521028
27332,#ac8de6,"(172, 141, 230)","(0.7247191011235955, 0.6402877697841728, 0.7274509803921569)","(165, 158, 87)",3333274872,https://inaturalist-open-data.s3.amazonaws.com/photos/145996436/original.jpg,49.654317,-110.883592
27334,#bc9be7,"(188, 155, 231)","(0.7390350877192983, 0.6129032258064516, 0.7568627450980392)","(177, 155, 94)",3333274872,https://inaturalist-open-data.s3.amazonaws.com/photos/145996457/original.jpg,49.654317,-110.883592
27335,#ac8beb,"(172, 139, 235)","(0.7239583333333334, 0.7058823529411763, 0.7333333333333333)","(164, 160, 84)",3333274872,https://inaturalist-open-data.s3.amazonaws.com/photos/145996416/original.jpg,49.654317,-110.883592
27337,#dca5d4,"(220, 165, 212)","(0.8575757575757575, 0.44, 0.7549019607843137)","(189, 156, 112)",3333274829,https://inaturalist-open-data.s3.amazonaws.com/photos/145922338/original.jpg,44.256784,-78.224545
27338,#b58ad9,"(181, 138, 217)","(0.7573839662447258, 0.5096774193548387, 0.696078431372549)","(164, 159, 94)",3333274815,https://inaturalist-open-data.s3.amazonaws.com/photos/145894872/original.jpg,39.693628,-105.43657
27339,#dcadd8,"(220, 173, 216)","(0.847517730496454, 0.4017094017094018, 0.7705882352941177)","(194, 152, 113)",3333274011,https://inaturalist-open-data.s3.amazonaws.com/photos/146098631/original.jpg,43.117828,-80.28874
27341,#d5badf,"(213, 186, 223)","(0.7882882882882883, 0.3663366336633665, 0.8019607843137255)","(201, 144, 113)",3333273218,https://inaturalist-open-data.s3.amazonaws.com/photos/146481368/original.jpg,42.308712,-73.608275
27343,#dfd3de,"(223, 211, 222)","(0.8472222222222221, 0.15789473684210542, 0.8509803921568627)","(219, 134, 124)",3333271922,https://inaturalist-open-data.s3.amazonaws.com/photos/146010193/original.jpg,38.910858,-76.953003
27344,#dcd1de,"(220, 209, 222)","(0.8076923076923078, 0.16455696202531658, 0.8450980392156863)","(217, 134, 123)",3333271922,https://inaturalist-open-data.s3.amazonaws.com/photos/146010162/original.jpg,38.910858,-76.953003
27345,#daced9,"(218, 206, 217)","(0.8472222222222222, 0.13953488372093, 0.8313725490196078)","(214, 134, 124)",3333271922,https://inaturalist-open-data.s3.amazonaws.com/photos/146010175/original.jpg,38.910858,-76.953003
27346,#d7cbda,"(215, 203, 218)","(0.8000000000000002, 0.16853932584269662, 0.8254901960784313)","(212, 135, 122)",3333271922,https://inaturalist-open-data.s3.amazonaws.com/photos/146010139/original.jpg,38.910858,-76.953003
27347,#ceadcf,"(206, 173, 207)","(0.8284313725490197, 0.2615384615384615, 0.7450980392156863)","(190, 146, 115)",3333269044,https://inaturalist-open-data.s3.amazonaws.com/photos/146211541/original.jpg,39.248447,-78.527397
27348,#b399c4,"(179, 153, 196)","(0.7674418604651162, 0.267080745341615, 0.6843137254901961)","(170, 146, 109)",3333267721,https://inaturalist-open-data.s3.amazonaws.com/photos/145689286/original.jpeg,39.807021,-84.967751
27349,#cfa5e0,"(207, 165, 224)","(0.7853107344632768, 0.4876033057851238, 0.7627450980392156)","(187, 154, 104)",3333267671,https://inaturalist-open-data.s3.amazonaws.com/photos/145589151/original.jpg,43.143801,-80.213503
27350,#e3c9e6,"(227, 201, 230)","(0.8160919540229884, 0.36708860759493683, 0.8450980392156863)","(214, 142, 117)",3333265562,https://inaturalist-open-data.s3.amazonaws.com/photos/144998882/original.jpg,43.933063,-79.451837
27351,#dcc9e2,"(220, 201, 226)","(0.7933333333333334, 0.30120481927710824, 0.8372549019607842)","(212, 139, 118)",3333265287,https://inaturalist-open-data.s3.amazonaws.com/photos/146576696/original.jpg,40.465958,-79.753167
27352,#dfd1e7,"(223, 209, 231)","(0.7727272727272728, 0.3142857142857145, 0.8627450980392157)","(218, 137, 119)",3333265130,https://inaturalist-open-data.s3.amazonaws.com/photos/146292081/original.jpg,43.710187,-79.243405
27353,#c695dc,"(198, 149, 220)","(0.7816901408450704, 0.5035460992907803, 0.723529411764706)","(175, 159, 99)",3333263578,https://inaturalist-open-data.s3.amazonaws.com/photos/144092382/original.jpeg,44.660277,-81.274739
27354,#b8a2d1,"(184, 162, 209)","(0.7446808510638299, 0.3381294964028777, 0.7274509803921568)","(178, 145, 107)",3333263042,https://inaturalist-open-data.s3.amazonaws.com/photos/146177279/original.jpeg,45.227027,-79.5734
27355,#d6b5d2,"(214, 181, 210)","(0.8535353535353536, 0.28695652173913044, 0.7745098039215687)","(197, 145, 118)",3333262514,https://inaturalist-open-data.s3.amazonaws.com/photos/140483482/original.jpeg,43.12734,-83.863558
27356,#c9b1c9,"(201, 177, 201)","(0.8333333333333334, 0.18181818181818185, 0.7411764705882353)","(191, 141, 119)",3333262514,https://inaturalist-open-data.s3.amazonaws.com/photos/140483511/original.jpeg,43.12734,-83.863558
27359,#cdb0e3,"(205, 176, 227)","(0.7614379084967321, 0.4766355140186914, 0.7901960784313725)","(193, 148, 106)",3333259632,https://inaturalist-open-data.s3.amazonaws.com/photos/145241015/original.jpg,41.720051,-74.025559
27360,#c8a8e4,"(200, 168, 228)","(0.7555555555555555, 0.5263157894736844, 0.7764705882352941)","(187, 151, 102)",3333257857,https://inaturalist-open-data.s3.amazonaws.com/photos/145939683/original.jpg,42.942862,-81.329921
27362,#b89dc7,"(184, 157, 199)","(0.7738095238095237, 0.27272727272727265, 0.6980392156862745)","(174, 146, 110)",3333256881,https://inaturalist-open-data.s3.amazonaws.com/photos/145931692/original.jpg,39.010628,-77.087005
27363,#d5bfe1,"(213, 191, 225)","(0.7745098039215687, 0.3617021276595744, 0.8156862745098039)","(204, 142, 114)",3333254617,https://inaturalist-open-data.s3.amazonaws.com/photos/147142990/original.jpg,44.996776,-93.186113
27364,#d1aacd,"(209, 170, 205)","(0.8504273504273504, 0.2977099236641222, 0.7431372549019608)","(189, 148, 116)",3333253729,https://inaturalist-open-data.s3.amazonaws.com/photos/145658957/original.jpeg,44.468724,-77.229545
27366,#edd0f2,"(237, 208, 242)","(0.8088235294117648, 0.5666666666666664, 0.8823529411764706)","(221, 144, 115)",3333253690,https://inaturalist-open-data.s3.amazonaws.com/photos/145592908/original.jpg,42.78102,-88.702794
27368,#cfc0e8,"(207, 192, 232)","(0.7291666666666666, 0.46511627906976727, 0.8313725490196078)","(204, 141, 110)",3333251773,https://inaturalist-open-data.s3.amazonaws.com/photos/145722487/original.jpeg,42.115265,-83.175133
27369,#c279c9,"(194, 121, 201)","(0.81875, 0.42553191489361697, 0.6313725490196078)","(156, 169, 98)",3333250087,https://inaturalist-open-data.s3.amazonaws.com/photos/146203121/original.jpg,39.529961,-105.156756
27373,#d9cde6,"(217, 205, 230)","(0.7466666666666666, 0.3333333333333335, 0.8529411764705883)","(214, 137, 117)",3333246090,https://inaturalist-open-data.s3.amazonaws.com/photos/146273623/original.jpg,41.030417,-75.449813
27375,#dfd8e0,"(223, 216, 224)","(0.8125, 0.11428571428571432, 0.8627450980392157)","(222, 132, 125)",3333243012,https://inaturalist-open-data.s3.amazonaws.com/photos/146350555/original.jpg,46.296598,-78.864946
27376,#d29de3,"(210, 157, 227)","(0.7928571428571428, 0.5555555555555554, 0.7529411764705882)","(183, 160, 100)",3333242746,https://inaturalist-open-data.s3.amazonaws.com/photos/145746016/original.jpg,40.343392,-105.480745
27380,#d5c9de,"(213, 201, 222)","(0.761904761904762, 0.24137931034482762, 0.8294117647058823)","(210, 136, 119)",3333234407,https://inaturalist-open-data.s3.amazonaws.com/photos/146917342/original.jpg,44.965911,-85.655922
27382,#c6a3da,"(198, 163, 218)","(0.7727272727272728, 0.42635658914728686, 0.7470588235294118)","(183, 151, 105)",3333232342,https://inaturalist-open-data.s3.amazonaws.com/photos/146591657/original.jpeg,45.007915,-93.126552
27383,#dabfc2,"(218, 191, 194)","(0.9814814814814815, 0.2673267326732673, 0.8019607843137255)","(203, 138, 130)",3333231332,https://inaturalist-open-data.s3.amazonaws.com/photos/146715922/original.jpeg,43.7384,-72.523352
27385,#ae99e8,"(174, 153, 232)","(0.7109704641350211, 0.632, 0.7549019607843137)","(173, 152, 91)",3333228551,https://inaturalist-open-data.s3.amazonaws.com/photos/147141152/original.jpg,48.421586,-89.263848
27386,#b991db,"(185, 145, 219)","(0.7567567567567567, 0.506849315068493, 0.7137254901960783)","(169, 157, 96)",3333228551,https://inaturalist-open-data.s3.amazonaws.com/photos/147141127/original.jpg,48.421586,-89.263848
27387,#d4b8e7,"(212, 184, 231)","(0.7659574468085107, 0.4947368421052632, 0.8137254901960784)","(200, 147, 108)",3333223609,https://inaturalist-open-data.s3.amazonaws.com/photos/147160081/original.jpg,45.363537,-84.651695
27390,#eee4e2,"(238, 228, 226)","(0.02777777777777803, 0.2608695652173916, 0.9098039215686274)","(233, 131, 130)",3333223598,https://inaturalist-open-data.s3.amazonaws.com/photos/147135369/original.jpeg,42.609756,-81.801782
27393,#f9edf4,"(249, 237, 244)","(0.9027777777777776, 0.49999999999999883, 0.9529411764705882)","(242, 133, 126)",3333205562,https://inaturalist-open-data.s3.amazonaws.com/photos/147117791/original.jpeg,41.646282,-83.799149
27395,#d9c2f0,"(217, 194, 240)","(0.75, 0.6052631578947368, 0.8509803921568627)","(208, 145, 108)",3333189568,https://inaturalist-open-data.s3.amazonaws.com/photos/147146692/original.jpg,42.438337,-71.123025
27396,#dec1f1,"(222, 193, 241)","(0.7673611111111112, 0.6315789473684209, 0.8509803921568627)","(209, 147, 108)",3333189568,https://inaturalist-open-data.s3.amazonaws.com/photos/147146778/original.jpg,42.438337,-71.123025
27398,#d2b7ef,"(210, 183, 239)","(0.7470238095238094, 0.6363636363636361, 0.8274509803921568)","(200, 148, 104)",3333189568,https://inaturalist-open-data.s3.amazonaws.com/photos/147146718/original.jpg,42.438337,-71.123025
27399,#cbaef0,"(203, 174, 240)","(0.73989898989899, 0.6874999999999999, 0.8117647058823529)","(193, 151, 99)",3333189455,https://inaturalist-open-data.s3.amazonaws.com/photos/146919493/original.jpg,39.618227,-84.095106
27402,#cab3e1,"(202, 179, 225)","(0.75, 0.43396226415094336, 0.792156862745098)","(194, 145, 108)",3333179467,https://inaturalist-open-data.s3.amazonaws.com/photos/147054323/original.jpg,42.080569,-87.72406
27403,#d2b3df,"(210, 179, 223)","(0.7840909090909091, 0.4074074074074075, 0.788235294117647)","(196, 147, 110)",3333178456,https://inaturalist-open-data.s3.amazonaws.com/photos/146892008/original.jpg,43.046356,-81.286839
27404,#c8b8e2,"(200, 184, 226)","(0.7301587301587302, 0.42, 0.803921568627451)","(197, 142, 109)",3333178456,https://inaturalist-open-data.s3.amazonaws.com/photos/146892028/original.jpg,43.046356,-81.286839
27405,#b06da3,"(176, 109, 163)","(0.8656716417910448, 0.2977777777777778, 0.5588235294117647)","(140, 163, 110)",3333176548,https://inaturalist-open-data.s3.amazonaws.com/photos/147141598/original.jpg,44.913662,-92.888122
27406,#c7b5c9,"(199, 181, 201)","(0.8166666666666668, 0.1562499999999999, 0.7490196078431373)","(193, 138, 120)",3333172432,https://inaturalist-open-data.s3.amazonaws.com/photos/146930792/original.jpeg,43.046966,-83.334059
27408,#bea1c8,"(190, 161, 200)","(0.7905982905982906, 0.261744966442953, 0.7078431372549019)","(178, 146, 112)",3333170556,https://inaturalist-open-data.s3.amazonaws.com/photos/147161322/original.jpg,40.073665,-75.24311
27409,#cba9c4,"(203, 169, 196)","(0.8676470588235293, 0.2463768115942028, 0.7294117647058823)","(186, 145, 119)",3333170556,https://inaturalist-open-data.s3.amazonaws.com/photos/147161289/original.jpg,40.073665,-75.24311
27410,#c9aacc,"(201, 170, 204)","(0.818627450980392, 0.2500000000000002, 0.7333333333333334)","(187, 145, 115)",3333170556,https://inaturalist-open-data.s3.amazonaws.com/photos/147161259/original.jpg,40.073665,-75.24311
27411,#c082c6,"(192, 130, 198)","(0.8186274509803922, 0.37362637362637363, 0.6431372549019607)","(160, 163, 102)",3333167788,https://inaturalist-open-data.s3.amazonaws.com/photos/145881721/original.jpg,35.801022,-82.311875
27412,#bd86cc,"(189, 134, 204)","(0.7976190476190476, 0.4069767441860467, 0.6627450980392158)","(162, 161, 100)",3333167788,https://inaturalist-open-data.s3.amazonaws.com/photos/145881672/original.jpg,35.801022,-82.311875
